"id","postTitle","facebookUrl","profileId","profileName","date","text"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNzk5MDAxNTE0ODAwNzk4","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02Ucwqax6xNVFKNuEZijGtP3WorBnqumojArCj5vNVRV7Wn5NnGAcYPVY5im9PKaJyl","Welius Lase","2023-05-31T02:46:48.000Z","Great......"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMTM4NDk2NTIwMjA3Mjg5Mg==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02febC7DE3frw7btJAC2WG2tYXDrExnY3RDgQcRR87DAwpZCM5N5YA8mey8aZB5LBNl","Tri Nurdianingtyas","2023-05-31T13:32:54.000Z","Tanya pak Presiden: 

Apakah pemerintah Indonesia
berani menolak kedatangan 
ZAKIR NAIK yang rencananya 
akan datang bulan Juli 2023 ?? 

Terima kasih O:) 

https://hidayatullah.com/berita/2023/05/20/251601/zakir-naik-kembali-ke-indonesia-panitia-prioritaskan-non-muslim.html"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNjY0ODc5NzA4ODA0MjI0","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02BaGT4CVFqjpcpEReLqVuU1DFjEvdvZS1UraMxn11GY6uwyDEbdMhza2BJWSuvDgdl","Pakrudin Alzaber","2023-05-31T02:10:02.000Z","Alus ey"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMTAyODEwMDM3MTg5ODIyMA==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0Cm558LWXz513uAoPJAUW9NcV4Q3qFnBvE7SjrEkQqXcv3wuYNrwxxndccRr7kTkYl","Mesno Mesno","2023-05-31T04:37:11.000Z","Aamiin"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNzgxMDg0MTk2ODc3Mzc1","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0PN9D5mBEZf8NyRBMjq3TBJ84NNGyHzJr8VQGJ35rXpw2E58Aj5QTqoU3gc4vfxXEl","Abdul Ajij","2023-05-31T01:50:21.000Z","Mantap bagus"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMTcxMDg0MDg3MjY4Mjg1Mg==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid024fMenCrbo3crw5JSz7Nm65hkzuxHi2egYojMLZo9sG34K3h5fMwVoUXdqD3s4CtQl","Rasnawatylandimuru","2023-05-31T01:54:20.000Z","Keren, IKN 
Sukses bersama ""Indonesia Maju""
🎉💐🐇🙏✨"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfOTA0NDY1ODI3MjkwOTg0","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid04z2ri5pDyrsTuKzDioG8AVaBcDd8ZWV8ZynDSreoWuUbwaMfWEMsA7G5tVeXm9qgl","Johannes Pasaribu","2023-05-31T02:38:43.000Z","Kerenn"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNjQ4ODkxODgzNDUwODcxMQ==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0xpog5wBFrPNZYB8EYu62nvGr4kCUyLZSeyfM7VCXTvz43NTg799qhCk9ZCxshDXtl","Kiki Afif Habibullah","2023-05-31T03:03:28.000Z","Provinsi IKN ikutkan juga dalam Pekan Olahraga Nasional atau PON pak,salam indah Indonesia"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfOTg0NzM4NzM2MDUyMjk4","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02JQ3ZmuHc6Ckj85x51aqWxbvsQQ5CNUrPLNJVhumDhR7JAuE1wN9pJzdfMQSChUfGl","Sunarti","2023-05-31T02:01:17.000Z","Mantap."
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMTQxMjM2MjExNjI4MDEzNQ==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid035UyJDM2B8msqGua3XJZ3yu73KuZXoqs7G9W1ZDn4nacYeiKBjxH7mPGR2nYPwo6al","Dwi Hartono","2023-05-31T05:36:18.000Z","Mantap logonya pakde...macam pohon palem....eh sawit..."
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMzEzMTA3MDc1MDUyODgxOA==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02Zfr9hjwc6ZNNnhpjbq8YR2BFWGJ9sUXWViHoZUET6MH9intT5BVsUcpUpJzvvZqsl","Situmeang Dp","2023-05-31T01:54:54.000Z","Merdeka"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMTYwMjE4NDczMDI5MzgwMA==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02Lo4xefRc4uceHa1brA4cpEuC7ueXqHeVLg2vLLwJYFN2cyaKHkAP16TfEUKkVDmPl","Muslich R","2023-05-31T11:53:18.000Z","Pak salah siji rakyat mu mblenjani janji pak"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNTUzODAwMTUzNjI1Mzg4","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0KzsfCA56oACBWcytcDmgEsnQXwmgGpB43y677JDsGE6WjzzMS9xWTFGUrFZ2roYKl","Lestyo Retno","2023-05-31T05:12:33.000Z","Semoga sukses dan lancar pembangunan IKN nya yaa Pa Presiden  .. Kereenn  .."
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNzg3MjEwNDMyOTk1NTk0","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02zMoybtPR3AkocCV2bCUbshUTeg43bkgkLrbZocE3jRNFrjoUbtV65Lc8oqwrz1CSl","Dani Pillos","2023-06-01T01:09:10.000Z","Gd morning Bpak Presiden I will work hard Because I will Buy Pesawat tikit"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNTg0MDIzNjMwNDY0NzQ3","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0x9vjF28bBv1qmgWoFJ68rRyo3eFvV5vjM2q7FkAeQECkecnKosXNyaYrupdMktTml","Rochani Nurdjaja Simatupang","2023-05-31T22:33:08.000Z","Akar pohon Hayat mengikat Negeri dari Sabang sampai Merauke dari Miangas Pulau Rote, Tuhan memberkati Indonesia Raya!🇲🇨"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfOTM2NjEyMzE3MzkxNzQ3","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0ZuwJ7sZbT5jXnfqh6qcA3Rno5bzHqYoHRm7URSAETYc3XaQe1jmfGSJz8LAgFfFEl","Wiwy Hanapie","2023-05-31T04:24:00.000Z","Wowwwwwwww... izin share ya. Terima kasih. 🙏🙏🌹🌹"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMjc0MTA5NjExNjczODU2","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","100000809749625","Made Arkana Ary Sulaksana","2023-05-31T04:45:23.000Z","Jayalah NUSANTARA"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfOTQ3MDE0ODkzMjc4MTY1","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02zoNCcYdn7rF27FaNXMKt44Btd4CxQ5pdCTWrMKDqcFDCbkiRKSEqYRFczvKF3sTYl","Lalajo Layar Tanceb","2023-05-31T01:51:07.000Z","semoga ikn sukses,indonesia maju!!!"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfOTQxNTE4Mzg0NTIxOTkzOQ==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid05EZJd3CFT69UvexdbBo7JZzMjXCbYy9RSZCtYtBMsUh4tTVCuGWH7obyENHSCiZBl","Fian Cahyo","2023-06-02T01:13:26.000Z","Keren semoga makin maju Indonesia👍"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMTk2NjExMjk3Mzc1MzY3NA==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0bkrVKX64AJSH5UqqBe6Rbmgf2KbiUzG7wAFb7fDihLfxpHWWBbMEMmrgmY1tLX1Tl","Asyraf Zulfikar Hakim","2023-05-31T13:30:10.000Z","Selamat Hari Pancasila 1 Juni 2023. Mari amalkan butir-butir Pancasila di kehidupan sehari-hari. Memupuk kerukunan dapat dimulai dari lingkungan terdekat. Cinta keluarga, cinta sesama, dalam interaksi sosial bawa selalu semangat Pancasila."""
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfMTc2Mjc3OTA3NDE4MjI4OA==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid02ZFpdV9uBrXrBT1YyUMGnJUyUkQnV3EUPnxCgqbyFYFwNck1pNCNSehjGGRbom8KPl","Ernestina Maranatha Desni","2023-05-31T08:13:14.000Z","Mantap filosofinya. Kerrren anak bangsa👍👍👍"
"Y29tbWVudDo4MTkwNjA1Mzk1NzYwNDJfNjU5ODAwNTg4NjkwMDY2Mw==","Selamat pagi. Inilah logo Ibu Kota Nusantara (IKN) yang secara resmi diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Temanya Pohon Hayat, pohon kehidupan. Logo IKN karya Aulia Akbar ini terpilih berdasarkan hasil voting terbuka yang diikuti oleh lebih dari 500 ribu pemilih di seluruh Tanah Air. 

Di dalamnya ada filosofi yang sejalan dengan semangat pembangunan IKN, menumbuhkan rasa bangga dengan jati diri bangsa Indonesia sebagai negara dan bangsa yang besar serta majemuk. Juga diharapkan dapat menggugah kesadaran masyarakat untuk menjaga alam dan lingkungan beserta ekosistemnya.","https://m.facebook.com/story.php?story_fbid=pfbid02mEqF3XCJxuAazhpdbPEq8F6FPvZwafW3sbz5oTpA7vp7PDMDAxU66Wf2VPxVeAg3l&id=100044163112932&mibextid=Nif5oz","pfbid0eE2cBDYbFkacEVYzJQ3Xfi3Zdm8D4EQGb65PA2DV6J13brSzDagpLG5T1PHWxW6ul","Heri Mulyana","2023-05-31T10:18:42.000Z","Mantaaap pak presiden... 
Tp klo bisa turunin lg harga bbm"
"Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE3ODc4ODI1ODQ2MTA0MQ==","Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...","https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6","pfbid02ZputUZau9rgxfiUg6va4pZKA3t9RBVsrH28bQ6HKFEKMw53HNtjdiny8vuBdgnTHl","Suwandi Swei","2023-05-30T11:01:18.000Z","Gembelll ..gembel..

Rakyat yg manaaa?"
"Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzI4NjQyMjYzMzczOTg3NQ==","Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...","https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6","100082131903090","Mardi Tarkking","2023-06-01T13:45:10.000Z","Semua atas nama rakyat pas ada rakyat yg demo malah di tinggal"
